adapter,vf_merge_level,elapsed_s,returncode,timed_out,pass_observed,pass_attempts,affected,affected_attempts,changed_diff_lines_max,vector_functions_before_max,vector_functions_after_max,before_sha256,after_sha256,ub_reported_bits,ub_bits,ub_bytes,ub_kib,ub_line_observed,diagnostic
ascend_tutorial_04-low-memory-dropout.ttadapter,1,0.045364,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,98560,98560,12320,12.03125,True,
ascend_tutorial_04-low-memory-dropout.ttadapter,2,0.038594,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,98560,98560,12320,12.03125,True,
ascend_tutorial_05-layer-norm.ttadapter,0,0.051078,1,False,False,0,False,0,0,0,0,,,48128,48128,6016,5.875,True,
ascend_tutorial_05-layer-norm.ttadapter,1,0.064628,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,48128,48128,6016,5.875,True,
ascend_tutorial_05-layer-norm.ttadapter,2,0.067894,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,48128,48128,6016,5.875,True,
ascend_tutorial_06-fused-attention.ttadapter,0,0.14399,1,False,False,0,False,0,0,0,0,,,578560,578560,72320,70.625,True,
ascend_tutorial_06-fused-attention.ttadapter,1,0.145766,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,578560,578560,72320,70.625,True,
ascend_tutorial_06-fused-attention.ttadapter,2,0.156324,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,578560,578560,72320,70.625,True,
ascend_tutorial_07-extern-functions.ttadapter,0,0.058496,1,False,False,0,False,0,0,0,0,,,524544,524544,65568,64.03125,True,
ascend_tutorial_07-extern-functions.ttadapter,1,0.071191,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,524544,524544,65568,64.03125,True,
ascend_tutorial_07-extern-functions.ttadapter,2,0.057129,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,524544,524544,65568,64.03125,True,
ascend_tutorial_08-grouped-gemm.ttadapter,0,0.065577,1,False,False,0,False,0,0,0,0,,,262144,262144,32768,32.0,True,
ascend_tutorial_08-grouped-gemm.ttadapter,1,0.075531,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,262144,262144,32768,32.0,True,
ascend_tutorial_08-grouped-gemm.ttadapter,2,0.098969,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,262144,262144,32768,32.0,True,
ascend_tutorial_09-persistent-matmul.ttadapter,0,0.095256,1,False,False,0,False,0,0,0,0,,,831488,831488,103936,101.5,True,
ascend_tutorial_09-persistent-matmul.ttadapter,1,0.108194,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,831488,831488,103936,101.5,True,
ascend_tutorial_09-persistent-matmul.ttadapter,2,0.118691,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,831488,831488,103936,101.5,True,
attn_cp_triton_kernel_3d.ttadapter,0,0.052185,1,False,False,0,False,0,0,0,0,,,394752,394752,49344,48.1875,True,
attn_cp_triton_kernel_3d.ttadapter,1,0.063998,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,394752,394752,49344,48.1875,True,
attn_cp_triton_kernel_3d.ttadapter,2,0.066078,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,394752,394752,49344,48.1875,True,
attn_cp_triton_kernel_3d_la.ttadapter,0,0.055889,1,False,False,0,False,0,0,0,0,,,208896,208896,26112,25.5,True,
attn_cp_triton_kernel_3d_la.ttadapter,1,0.059245,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,208896,208896,26112,25.5,True,
attn_cp_triton_kernel_3d_la.ttadapter,2,0.066836,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,208896,208896,26112,25.5,True,
attn_fwd.ttadapter,0,0.445727,1,False,False,0,False,0,0,0,0,,,,,,,False,"loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: Failed to run BiShengHIR pipeline | loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: ub overflow, requires 1716224 bits while 1572864 bits available! (possible reason: tiling basic block is too large or block number is more than what user expect due to multi-buffer feature is enabled and some ops need extra local buffer.)"
attn_fwd.ttadapter,1,0.463598,1,False,True,3,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,,,,,False,"loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: Failed to run BiShengHIR pipeline | loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: ub overflow, requires 1716224 bits while 1572864 bits available! (possible reason: tiling basic block is too large or block number is more than what user expect due to multi-buffer feature is enabled and some ops need extra local buffer.)"
attn_fwd.ttadapter,2,0.497635,1,False,True,3,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,,,,,False,"loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: Failed to run BiShengHIR pipeline | loc(""/home/CI/20260328160451/triton_ascend/test/flaggems_operator_cases/repo/src/flag_gems/ops/attention.py"":152:0): error: ub overflow, requires 1716224 bits while 1572864 bits available! (possible reason: tiling basic block is too large or block number is more than what user expect due to multi-buffer feature is enabled and some ops need extra local buffer.)"
chunk_kda_bwd_kernel_wy_dqkg_fused_opt_v2.ttadapter,0,0.50603,1,False,False,0,False,0,0,0,0,,,788480,788480,98560,96.25,True,
chunk_kda_bwd_kernel_wy_dqkg_fused_opt_v2.ttadapter,1,0.548403,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,788480,788480,98560,96.25,True,
chunk_kda_bwd_kernel_wy_dqkg_fused_opt_v2.ttadapter,2,0.557059,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,788480,788480,98560,96.25,True,
kernels_vllm__triton_rope.ttadapter,0,0.049511,1,False,False,0,False,0,0,0,0,,,47104,47104,5888,5.75,True,
kernels_vllm__triton_rope.ttadapter,1,0.059448,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,47104,47104,5888,5.75,True,
kernels_vllm__triton_rope.ttadapter,2,0.054195,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,47104,47104,5888,5.75,True,
kernels_vllm_chunk_gated_delta_rule_fwd_kernel_h_blockdim64.ttadapter,0,0.10586,1,False,False,0,False,0,0,0,0,,,1331200,1331200,166400,162.5,True,
kernels_vllm_chunk_gated_delta_rule_fwd_kernel_h_blockdim64.ttadapter,1,0.129747,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,1331200,1331200,166400,162.5,True,
kernels_vllm_chunk_gated_delta_rule_fwd_kernel_h_blockdim64.ttadapter,2,0.137528,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,1331200,1331200,166400,162.5,True,
kernels_vllm_chunk_local_cumsum_scalar_kernel.ttadapter,0,0.032917,1,False,False,0,False,0,0,0,0,,,65536,65536,8192,8.0,True,
kernels_vllm_chunk_local_cumsum_scalar_kernel.ttadapter,1,0.044301,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,65536,65536,8192,8.0,True,
kernels_vllm_chunk_local_cumsum_scalar_kernel.ttadapter,2,0.042708,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,65536,65536,8192,8.0,True,
kernels_vllm_chunk_scaled_dot_kkt_fwd_kernel.ttadapter,0,0.052222,1,False,False,0,False,0,0,0,0,,,42240,42240,5280,5.15625,True,
kernels_vllm_chunk_scaled_dot_kkt_fwd_kernel.ttadapter,1,0.076478,1,False,True,1,False,0,0,0,0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,42240,42240,5280,5.15625,True,
kernels_vllm_chunk_scaled_dot_kkt_fwd_kernel.ttadapter,2,0.063328,1,False,True,1,False,0,0,0,0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,42240,42240,5280,5.15625,True,
kernels_vllm_expand_kernel.ttadapter,0,0.044008,1,False,False,0,False,0,0,0,0,,,2048,2048,256,0.25,True,
kernels_vllm_expand_kernel.ttadapter,1,0.050294,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,2048,2048,256,0.25,True,
kernels_vllm_expand_kernel.ttadapter,2,0.046041,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,2048,2048,256,0.25,True,
kernels_vllm_fused_gdn_gating_kernel.ttadapter,0,0.059776,1,False,False,0,False,0,0,0,0,,,14080,14080,1760,1.71875,True,
kernels_vllm_fused_gdn_gating_kernel.ttadapter,1,0.05263,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,14080,14080,1760,1.71875,True,
kernels_vllm_fused_gdn_gating_kernel.ttadapter,2,0.062662,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,14080,14080,1760,1.71875,True,
kernels_vllm_fused_qkvzba_split_reshape_cat_kernel.ttadapter,0,0.037055,1,False,False,0,False,0,0,0,0,,,4352,4352,544,0.53125,True,
kernels_vllm_fused_qkvzba_split_reshape_cat_kernel.ttadapter,1,0.04586,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,4352,4352,544,0.53125,True,
kernels_vllm_fused_qkvzba_split_reshape_cat_kernel.ttadapter,2,0.038073,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,4352,4352,544,0.53125,True,
kernels_vllm_l2norm_fwd_kernel2_loop.ttadapter,0,0.039012,1,False,False,0,False,0,0,0,0,,,82944,82944,10368,10.125,True,
kernels_vllm_l2norm_fwd_kernel2_loop.ttadapter,1,0.048521,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,82944,82944,10368,10.125,True,
kernels_vllm_l2norm_fwd_kernel2_loop.ttadapter,2,0.042765,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,82944,82944,10368,10.125,True,
kernels_vllm_layer_norm_fwd_kernel.ttadapter,0,0.054633,1,False,False,0,False,0,0,0,0,,,38144,38144,4768,4.65625,True,
kernels_vllm_layer_norm_fwd_kernel.ttadapter,1,0.068678,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,38144,38144,4768,4.65625,True,
kernels_vllm_layer_norm_fwd_kernel.ttadapter,2,0.068262,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,38144,38144,4768,4.65625,True,
kernels_vllm_merge_16x16_to_32x32_inverse_kernel.ttadapter,0,0.073056,1,False,False,0,False,0,0,0,0,,,18432,18432,2304,2.25,True,
kernels_vllm_merge_16x16_to_32x32_inverse_kernel.ttadapter,1,0.085787,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,18432,18432,2304,2.25,True,
kernels_vllm_merge_16x16_to_32x32_inverse_kernel.ttadapter,2,0.080468,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,18432,18432,2304,2.25,True,
kernels_vllm_merge_16x16_to_64x64_inverse_kernel.ttadapter,0,0.102388,1,False,False,0,False,0,0,0,0,,,221184,221184,27648,27.0,True,
kernels_vllm_merge_16x16_to_64x64_inverse_kernel.ttadapter,1,0.127644,1,False,True,1,False,0,0,0,0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,221184,221184,27648,27.0,True,
kernels_vllm_merge_16x16_to_64x64_inverse_kernel.ttadapter,2,0.124391,1,False,True,1,False,0,0,0,0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,6d8b0fc47acdd7235a35cd29cf1e745da3edd5efe000ac3855d63ea284b267e0,221184,221184,27648,27.0,True,
kernels_vllm_recompute_w_u_fwd_kernel.ttadapter,0,0.068433,1,False,False,0,False,0,0,0,0,,,60160,60160,7520,7.34375,True,
kernels_vllm_recompute_w_u_fwd_kernel.ttadapter,1,0.099329,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,60160,60160,7520,7.34375,True,
kernels_vllm_recompute_w_u_fwd_kernel.ttadapter,2,0.096067,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,60160,60160,7520,7.34375,True,
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,0,0.036312,1,False,False,0,False,0,0,0,0,,,13312,13312,1664,1.625,True,
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,1,0.038581,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,13312,13312,1664,1.625,True,
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,2,0.043923,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,13312,13312,1664,1.625,True,
kernels_vllm_rejection_random_sample_kernel.ttadapter,0,0.036088,1,False,False,0,False,0,0,0,0,,,256,256,32,0.03125,True,
kernels_vllm_rejection_random_sample_kernel.ttadapter,1,0.050443,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,256,256,32,0.03125,True,
kernels_vllm_rejection_random_sample_kernel.ttadapter,2,0.045779,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,256,256,32,0.03125,True,
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,0,0.054831,1,False,False,0,False,0,0,0,0,,,5888,5888,736,0.71875,True,
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,1,0.063024,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,5888,5888,736,0.71875,True,
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,2,0.070885,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,5888,5888,736,0.71875,True,
kernels_vllm_solve_tril_16x16_kernel.ttadapter,0,0.057201,1,False,False,0,False,0,0,0,0,,,96768,96768,12096,11.8125,True,
kernels_vllm_solve_tril_16x16_kernel.ttadapter,1,0.061628,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,96768,96768,12096,11.8125,True,
kernels_vllm_solve_tril_16x16_kernel.ttadapter,2,0.061314,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,96768,96768,12096,11.8125,True,
layernorm_bench.ttadapter,0,0.04049,1,False,False,0,False,0,0,0,0,,,328192,328192,41024,40.0625,True,
layernorm_bench.ttadapter,1,0.060385,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,328192,328192,41024,40.0625,True,
layernorm_bench.ttadapter,2,0.053601,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,328192,328192,41024,40.0625,True,
python_tutorial_02-fused-softmax.ttadapter,0,0.058258,1,False,False,0,False,0,0,0,0,,,51712,51712,6464,6.3125,True,
python_tutorial_02-fused-softmax.ttadapter,1,0.042146,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,51712,51712,6464,6.3125,True,
python_tutorial_02-fused-softmax.ttadapter,2,0.049454,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,51712,51712,6464,6.3125,True,
python_tutorial_03-matrix-multiplication.ttadapter,0,0.089186,1,False,False,0,False,0,0,0,0,,,560128,560128,70016,68.375,True,
python_tutorial_03-matrix-multiplication.ttadapter,1,0.112683,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,560128,560128,70016,68.375,True,
python_tutorial_03-matrix-multiplication.ttadapter,2,0.109729,1,False,True,1,False,0,0,0,0,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,b13e5d9a414155c595e3990a6d37df90c7f8ab614c1afd86be7b0831d43fd135,560128,560128,70016,68.375,True,
python_tutorial_04-low-memory-dropout.ttadapter,0,0.034196,1,False,False,0,False,0,0,0,0,,,98560,98560,12320,12.03125,True,
python_tutorial_04-low-memory-dropout.ttadapter,1,0.047356,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,98560,98560,12320,12.03125,True,
python_tutorial_04-low-memory-dropout.ttadapter,2,0.042523,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,98560,98560,12320,12.03125,True,
python_tutorial_05-layer-norm.ttadapter,0,0.051413,1,False,False,0,False,0,0,0,0,,,1442304,1442304,180288,176.0625,True,
python_tutorial_05-layer-norm.ttadapter,1,0.071462,1,False,True,1,False,0,0,0,0,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,40fbbb5f98d37d00eb7503779081463032a57a40c8c7aea93d4e3fd7c7b88ae8,1442304,1442304,180288,176.0625,True,
