adapter,vf_merge_level,elapsed_s,returncode,timed_out,pass_observed,pass_attempts,affected,affected_attempts,changed_diff_lines_max,vector_functions_before_max,vector_functions_after_max,before_sha256,after_sha256,ub_reported_bits,ub_bits,ub_bytes,ub_kib,ub_line_observed,diagnostic
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,0,0.043658,1,False,False,0,False,0,0,0,0,,,1280,1280,160,0.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,1,0.062075,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1280,1280,160,0.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_rejection_greedy_sample_spec_len_1_triton.ttadapter,2,0.063343,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1280,1280,160,0.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_rejection_random_sample_kernel.ttadapter,0,0.046706,1,False,False,0,False,0,0,0,0,,,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_rejection_random_sample_kernel.ttadapter,1,0.049302,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_rejection_random_sample_kernel.ttadapter,2,0.060085,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,0,0.079073,1,False,False,0,False,0,0,0,0,,,2816,2816,352,0.34375,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,1,0.078824,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2816,2816,352,0.34375,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_sample_recovered_tokens_kernel.ttadapter,2,0.09641,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2816,2816,352,0.34375,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_solve_tril_16x16_kernel.ttadapter,0,0.124046,1,False,False,0,False,0,0,0,0,,,42752,42752,5344,5.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_solve_tril_16x16_kernel.ttadapter,1,0.13063,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,42752,42752,5344,5.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
kernels_vllm_solve_tril_16x16_kernel.ttadapter,2,0.130995,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,42752,42752,5344,5.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
layernorm_bench.ttadapter,0,0.095546,1,False,False,0,False,0,0,0,0,,,263168,263168,32896,32.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
layernorm_bench.ttadapter,1,0.096815,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,263168,263168,32896,32.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
layernorm_bench.ttadapter,2,0.095326,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,263168,263168,32896,32.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_02-fused-softmax.ttadapter,0,0.071997,1,False,False,0,False,0,0,0,0,,,66048,66048,8256,8.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
